22	24	22	17	18	24	27	22	26	18	23	16	23	20	24	21	21	27	18	29	19	14	25	28	13	24	28	21	19	18	16	24	21	18
19	17	23	21	23	16	16	21	13	21	18	17	19	16	23	27	19	20	15	20	19	21	17	17	22	24	12	22	22	26	24	22	14	26
23	21	22	19	18	20	16	18	28	21	19	21	18	16	23	22	18	19	19	19	19	27	22	23	19	21	14	20	12	19	23	25	23	19
26	23	24	25	21	22	28	23	22	21	21	26	21	23	22	28	21	14	21	19	24	22	20	21	23	23	21	27	27	29	17	21	13	13
20	18	22	23	23	23	24	21	14	26	19	27	25	20	16	20	21	17	20	22	13	21	29	27	24	25	16	23	12	18	24	20	21	19
22	15	29	18	15	25	20	14	15	23	21	29	17	13	26	26	22	25	15	20	21	25	21	20	20	19	26	22	15	18	17	17	17	20
26	30	24	16	21	23	22	23	22	22	21	21	17	14	25	19	26	26	21	28	24	22	22	22	20	19	22	27	19	18	26	23	18	17
16	22	22	27	19	19	16	23	17	29	21	25	15	18	24	19	21	20	23	21	17	17	15	23	20	21	29	18	27	16	24	17	13	25
23	19	29	20	19	12	22	19	30	23	23	19	19	20	20	20	16	18	19	17	22	19	26	19	17	21	19	17	27	24	17	17	20	24
20	23	19	13	21	20	24	19	28	21	18	12	30	26	21	20	23	21	24	19	27	16	16	23	2	14	4	17	6	5	9	10	19	12
17	22	20	19	26	23	17	23	23	19	19	20	16	23	22	30	18	23	28	20	19	21	13	23	13	14	22	17	19	18	24	12	23	14
16	24	19	18	24	25	19	22	24	29	14	21	21	20	18	28	25	22	14	26	19	23	22	22	28	20	23	21	20	22	17	30	26	22
26	24	19	14	17	20	24	18	21	15	23	23	17	21	18	28	27	25	19	20	15	15	15	20	25	17	27	86	24	25	22	13	19	28
26	23	17	23	23	23	20	17	22	29	19	22	24	29	21	21	17	19	18	18	17	25	26	18	23	15	15	24	14	17	22	22	21	16
22	24	25	19	26	21	23	24	21	23	29	19	27	22	15	24	16	21	19	28	17	22	25	25	21	23	19	18	19	21	17	25	17	15
20	20	17	27	17	24	14	17	12	22	22	14	19	24	18	21	21	24	21	19	14	20	16	22	16	17	23	21	23	26	30	23	27	15
26	18	26	26	19	19	26	20	21	21	14	20	13	22	22	15	21	14	17	19	24	19	18	20	13	22	19	28	18	26	23	18	20	19
28	22	21	21	23	17	23	19	21	26	22	18	18	16	22	27	24	25	15	18	19	19	16	18	22	22	13	28	16	21	20	24	19	28
18	22	21	18	21	21	22	20	15	23	25	20	17	20	21	28	16	15	28	15	16	21	23	18	26	25	25	27	12	22	25	20	13	27
19	25	27	20	28	28	19	18	27	19	21	22	22	21	19	25	18	21	19	18	14	24	18	16	27	25	13	24	22	19	14	28	27	15
23	20	23	27	24	22	21	22	26	18	28	16	25	17	28	21	29	16	26	24	25	24	21	25	28	20	20	22	19	22	26	18	23	27
26	17	23	14	13	22	21	16	21	21	17	27	18	27	16	26	17	23	24	20	23	27	14	26	23	16	20	23	22	21	22	15	22	24
23	25	25	24	20	21	12	13	13	12	22	15	25	22	17	27	18	22	18	18	18	21	18	19	29	23	20	16	22	17	23	23	14	22
19	18	20	14	20	24	29	22	17	19	22	25	28	27	16	29	19	17	19	19	20	23	21	17	27	22	27	23	19	18	29	16	22	19
19	29	22	23	27	23	23	16	20	22	19	25	22	14	18	23	16	18	20	25	15	28	21	19	19	20	20	23	19	18	23	19	17	19
28	21	18	18	21	25	18	21	17	21	14	24	14	28	25	20	22	22	22	20	22	14	21	26	29	29	15	22	24	22	17	25	21	14
24	24	23	18	13	12	27	18	22	17	18	22	18	22	21	25	18	17	14	15	20	28	22	24	17	17	22	17	26	20	19	22	27	13
21	21	25	19	13	14	16	20	21	24	23	21	15	26	19	17	27	17	25	15	22	21	20	21	23	22	22	15	17	24	21	19	21	23
17	27	16	25	13	19	28	16	24	19	21	16	19	16	15	27	22	28	20	24	17	16	18	26	17	15	16	17	18	14	25	28	15	15
