89	92	87	88	88	89	91	87	94	89	93	87	93	90	90	94	91	93	85	94	91	85	94	92	86	93	94	91	92	88	86	92	94	85
91	85	88	91	89	85	85	94	86	91	86	86	89	85	90	92	89	87	88	87	92	87	85	86	92	93	85	92	89	92	93	91	86	94
93	90	86	92	87	90	88	90	92	90	86	90	89	85	88	91	88	85	90	85	86	93	93	90	92	87	87	93	85	89	89	91	94	85
90	93	89	93	89	88	92	94	94	88	93	93	91	87	89	92	93	87	87	85	90	87	86	85	89	94	91	94	94	93	90	92	85	86
87	90	93	87	89	94	94	86	87	93	86	91	89	93	87	89	86	85	92	92	86	86	93	92	90	91	88	91	85	85	89	85	90	87
92	86	93	90	87	94	92	87	86	88	92	93	88	86	93	93	91	92	88	89	94	91	92	87	87	86	91	90	85	91	86	85	85	86
92	94	90	87	90	88	93	91	88	87	93	85	86	87	91	88	93	94	88	93	93	91	87	88	87	87	90	91	92	86	91	88	91	85
86	92	93	94	90	92	85	90	88	93	88	90	86	89	93	87	89	93	90	88	86	85	87	87	89	89	94	89	93	88	89	85	86	89
89	92	94	88	90	85	94	87	94	90	92	90	92	89	86	89	89	86	91	87	87	86	92	89	88	89	87	89	91	88	86	90	85	92
91	93	85	85	94	93	89	90	93	88	87	85	94	93	91	89	93	94	91	92	94	85	89	91	501	504	501	508	504	502	503	507	509	503
87	91	90	90	94	94	88	88	88	86	89	93	86	88	89	94	91	89	93	87	85	85	86	88	85	86	90	90	86	88	89	85	94	86
89	92	86	85	92	89	87	92	89	94	87	87	87	90	86	92	89	90	86	92	91	92	90	92	92	93	94	89	86	88	89	94	91	91
93	93	86	85	86	85	89	91	94	88	91	88	88	89	86	94	94	89	88	87	85	85	88	93	90	87	92	86	90	94	89	86	87	93
94	93	87	88	89	88	91	87	91	94	86	89	91	94	88	87	90	85	85	89	88	91	92	85	87	86	86	90	85	87	91	91	91	87
89	93	91	86	93	94	93	88	94	87	94	89	92	88	88	92	85	90	92	93	90	87	93	89	89	92	87	87	86	92	86	91	89	86
88	85	85	92	89	91	87	87	85	88	93	85	90	92	85	86	91	94	93	90	86	86	86	94	88	85	94	90	91	91	94	90	91	88
90	89	92	92	85	92	92	86	90	90	85	92	86	93	88	86	90	87	90	85	88	89	85	90	85	91	88	92	85	90	88	91	86	92
92	93	92	88	89	85	88	89	88	91	86	90	88	88	88	94	91	94	87	89	85	91	88	89	89	86	86	94	89	92	90	93	86	93
85	92	92	88	94	88	92	90	87	90	94	93	89	89	93	94	86	87	94	88	89	86	87	88	92	89	92	92	85	92	90	91	86	93
90	94	92	93	93	94	85	88	91	91	93	90	93	86	89	90	89	89	89	86	87	91	85	87	92	90	86	93	93	86	87	93	93	87
91	88	87	93	93	86	87	90	92	87	92	86	91	85	93	91	94	88	92	90	89	89	93	93	92	87	88	90	91	86	94	91	88	91
91	90	89	86	85	93	94	89	94	89	90	91	91	91	87	92	85	92	90	89	90	94	86	90	90	89	89	88	90	91	90	87	91	89
91	91	94	92	88	86	85	85	86	85	89	87	90	92	85	92	90	91	89	90	89	86	86	91	94	92	85	85	90	89	91	87	87	93
86	85	92	86	91	88	94	92	87	92	88	94	93	91	87	93	87	90	86	91	86	89	85	87	91	87	91	90	86	86	93	88	90	91
85	94	88	94	92	87	94	88	93	88	88	94	93	86	90	93	88	90	93	90	87	92	91	92	92	85	92	91	86	86	93	91	90	86
92	91	89	86	85	90	87	89	87	88	86	92	86	92	89	86	90	86	94	92	87	87	93	93	93	94	86	88	91	93	85	89	85	86
90	94	88	89	85	85	91	89	87	85	90	87	90	93	88	92	89	88	87	87	91	93	90	94	88	85	87	90	90	85	91	90	92	85
93	89	89	86	85	86	86	93	86	89	93	94	86	93	89	89	92	90	89	88	91	86	87	93	92	89	92	88	88	94	93	87	92	88
90	92	89	94	86	86	92	85	93	85	91	86	92	87	85	94	89	94	92	93	88	89	87	93	88	88	88	85	88	87	89	92	86	86
